video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,courses,commentCount,duration,definition,caption,comments
st6D5OdFV9M,Khan Academy,Column space of a matrix | Vectors and spaces | Linear Algebra | Khan Academy,"Introduction to the column space of a matrix

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/null-space-and-column-space-basis?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/null-space-3-relation-to-linear-independence?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-17T16:38:21Z,388319,1028,linear_algebra,61,PT10M40S,hd,True,"['12 years later and these videos are still relevant. Khan was a visionary. Thank you so much for your work, you pioneered modern education', 'This tutorial saved my hide big time ..', 'Sal is very precise', ""people coming on here saying it wasn't helpful probably haven't started the linear algebra series from the top. this video is great"", 'Sir I have a doubt about ques related to column matrix can you please help me in this', 'Great video.\nGreat explanation.👍', ""This was implied, but I just wanted to state it anyway: given a simple equation like Ax=b, before solving the equation, you might wanna first check to see if b is a member of the column space of A. If it is, then you can expend energy trying to calculate x. If not, you shouldn't waste your time because no solution exists. When your doing more complex things, this could save you a lot of time because you know which computations will fail ahead of time. Very interesting!"", '4:37 for { Ax | x as a member of R^n }', 'So the column space is just the range?', ""It will be more convenient if you number the videos, so that we'll know which to learn first""]"
_uTAdf_AsfQ,Khan Academy,Null space and column space basis | Vectors and spaces | Linear Algebra | Khan Academy,"Figuring out the null space and a basis of a column space for a matrix

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/visualizing-a-column-space-as-a-plane-in-r3?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/column-space-of-a-matrix?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-17T17:57:25Z,663829,2868,linear_algebra,164,PT25M13S,hd,True,"[""Where are next videos , please tell can't find them"", 'this saved my life', 'I have a query: are pivot variables aka dependent variables & free variables aka independent variables?', 'Very nicely explained', 'Ohhhhhhhh thankxxxx a lot....!! Finally I understand the difference of null and column space and it works for creating basis.', ""Even though i finished this video, i play it back just to hear his voice :'("", 'awesome  vid', 'Great!', ""This doesn't actually teach you what a null space is.. this basically teaches you some trick to figure out the basis of a subspace.... waste of 20 mins."", ""I'm just gonna say again, I don't really understand what my professor said but I'm able to understand the explanation from this video. It really helped me a lot, no matter I'm gonna fail this subject or not, thank you for making this video.""]"
EGNlXtjYABw,Khan Academy,Visualizing a column space as a plane in R3 | Vectors and spaces | Linear Algebra | Khan Academy,"Determining the planar equation for a column space in R3

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/proof-any-subspace-basis-has-same-number-of-elements?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/null-space-and-column-space-basis?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-17T18:29:26Z,119531,271,linear_algebra,25,PT21M11S,hd,True,"[""A good question from the Khan site (w/ an answer):\n\n@ 20:30, when we are trying to find the equation of the plane that contains all the vectors of C(A) :\nSal says that we can use the definition : C(A) = {b | A*x = b} where x is a vector of R^4, b a vector of R^3.\nThen he says :\n(A*x = b) <=> solve the system represented by the matrix [A | b]\nBut I don't think it is true, because finding x,y,z such as the system represented by [A | b] is true is equivalent to A*[(vector(1 1 1)) = b\nSo I don't understand why Sal is right.\n\nANSWER:\nWe have defined b = A x, meaning that the elements of b are whatever the elements of A x are.\nFor concreteness, say x = [x1,x2,x3,x4], and A is the matrix defined in the video. Thus, A x = [x1+x2+x3+x4 , 2*x1+x2+4*x3+3*x4 , 3*x1+4*x2+x3+2*x4]. Thus we get b = [x1+x2+x3+x4 , 2*x1+x2+4*x3+3*x4 , 3*x1+4*x2+x3+2*x4]. For compactness, and to translate to our geometric interpretation, let us re-label b as b=[x,y,z]. This means that x=x1+x2+x3+x4, y=2*x1+x2+4*x3+3*x4 and z=3*x1+4*x2+x3+2*x4.\nThis is now a system of three linear equations, which may perfectly well be represented by the augmented matrix [A | b]. x1, x2, x3 and x4 are hidden in this view, because they are the variables you are solving for, while the augmented matrix shows only their coefficients."", 'The English captions on this video are not in English. Please fix.', ""13:25 I don't understand this part, why is Sal emphasizing that we know the 2 basis vectors lie on the plane because the 0 vector is in the span? I thought when you write span([1 2 3], [1 1 4]) we are already assuming these are position vectors? Which would mean the vectors start at the point (0,0,0)?"", '20:18\nWow!', 'The way Sal explain all the terms may become very lengthy and confusing at times, but once you get the logic, it means u get it.', 'What do you say about NCC', 'I have a 3rd approach. It involves Wolfram alpha..... 😂😂😂😂 Great video Sal, the different approaches are quite illuminating!', 'watching all your vids x1.75, now if I hear you talking at normal speed it seems like you are talking on slowmo', 'Mathematics is always stunning... This just stunned me!!!', '한국어 번역해주신분 정말정말 감사합니다!!!!!!!']"
Zn2K8UIT8r4,Khan Academy,Proof: Any subspace basis has same number of elements |  Linear Algebra | Khan Academy,"Proof: Any subspace basis has same number of elements

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/dimension-of-the-null-space-or-nullity?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/visualizing-a-column-space-as-a-plane-in-r3?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-18T14:19:57Z,98468,263,linear_algebra,13,PT21M35S,hd,True,"[""These are spanning vectors, the little b's. B (big B) is not a vector. Maddening!"", 'That was a good demonstration , thanks!', 'nice proof!', 'Smart move', 'Thank you for such detailed explanation', 'There cannot be :)', 'this is a college professor, shown by the handwriting', 'Thanks! This is a much longer proof than I would have thought. The following minor corrections might help some viewers:\n   At 10:53 you say, ""cuz if all of these guys (pointing at \'c2b2\' and greater) were non-zero, then you wouldn\'t be able to say that these gu-- ... that this vector and that vector (pointing at \'a2\' and \'c1a1\') are lineraly independent because it would... they would be scalar multiples of each other.""\n  I suspect you meant to say, ""cuz if all of these guys were ZERO, then \'a2\' and \'c1a1\' would be scalar multiples of each other and thus not lineraly independent."" At 13:48 you say it correctly in the same context.\n  At 16:53 you say, ""Then A becomes lineraly independent.""  I suspect you mean to say, ""Then A becomes lineraly DEPENDENT.  You say/write it correctly at 17:07.\n  At 19:27, you say, ""... we know that if Y is a basis for V and X is a basis, X also spans V, so we know that X has to have fewer elements than Y.""  Frankly, it just goes downhill from there for about a minute.  I think you meant to say, ""... we know that Y is a basis for V and X is a basis for V, so we know that X and Y must have the same number of elements.""  You get it back on track at about 20:20.', 'lol he couldnt handle saying bj anymore', 'lol, bj']"
abYAUqs_n6I,Khan Academy,Dimension of the null space or nullity | Vectors and spaces | Linear Algebra | Khan Academy,"Dimension of the Null Space or Nullity

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/dimension-of-the-column-space-or-rank?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/proof-any-subspace-basis-has-same-number-of-elements?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-18T15:21:03Z,326068,1255,linear_algebra,66,PT13M59S,hd,True,"['basically the number of free varible in the matrix is the dimension of the null space. Dude why must linear algebra has so many terms. nullity = dimension of null space = numberof free verible in rref. Spend 10 min just want to know this and is at the last part of this video....', 'Khan for president!!!! 2022', 'are the vectors associated with each free variable linearly independent always?', 'ty', 'why is my linear algebra class not using matrices--', 'I cant find this complete playlist? Please link anyone? :,(', 'luv ya m8', 'i wish i can hug uh for ur help', 'Excellent video, though why does the calculation for nullspace start with B but end with A?', 'God I love you.']"
JUgrBkPteTg,Khan Academy,Dimension of the column space or rank | Vectors and spaces | Linear Algebra | Khan Academy,"Dimension of the Column Space or Rank

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/showing-relation-between-basis-cols-and-pivot-cols?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/dimension-of-the-null-space-or-nullity?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-18T23:43:23Z,441014,2067,linear_algebra,114,PT12M48S,hd,True,"['thank you so much Sal Khan, though you released this more than a decade ago, these videos are still as useful and relevant. a BIG THANK YOU!', 'dim(null space)=number of non pivoted columns where as dim(column space)= number of pivoted columns.\nvery nicely explained thank you', 'Best math teacher of all time!!!!!', '""The rank of a matrix is the number of linearly independent column vectors that can be used to construct all of the other column vectors.""\nPerfect. Thank you so much!', 'This is so crucial. I’m thankful', 'thank you so much,  your lecture is sooooooo great!', 'Why does he sound like Tom Hanks, lol?', 'Great Video! Thank you!', 'thanku so much!!!!', 'so i can say, dim(C(A)) is equal with rank(A) ?']"
BfVjTOjvI30,Khan Academy,Showing relation between basis cols and pivot cols | Linear Algebra | Khan Academy,"Showing that linear independence of pivot columns implies linear independence of the corresponding columns in the original equation

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/showing-that-the-candidate-basis-does-span-c-a?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/dimension-of-the-column-space-or-rank?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-19T00:05:04Z,89601,197,linear_algebra,9,PT8M33S,hd,True,"['I think that you can sumurise all into one very simple defenision for a set of basis. If you take a set of vectors and grouped them, in a matrix and then if the echelon form of that matrix is equal to identity matrix then all of the vectors are basis and independent.', ':)', ""Thank you so much for your videos they are very helpful, but there's one thing in vectors and spaces that u didn't cover, the definition of a vector space. But thanks again."", 'I KNOW LINEAR ALGEBRA\n', ""So, by converting to reduced row echelon form, you _are_ changing where input vectors get mapped, but you _aren't_ changing the ones that are mapped to 0; those still map to 0.  Sorry if this was really obvious already."", 'This interpretation actually only works for solutions to the nullspace.  If you wanted to find the combination of columns in the RREF that gave the vector (3,6,4,0) as a solution, you could choose x1=3, x2=6, x3=0, x4=4, x5=0.  But if you add up those columns in A (3 times column 1, 6 times column 2, and 4 times column 4), you get (3, 12, 13, -11), a completely different answer.  That is why it was confusing.  Only combinations that add up to 0 in A are guaranteed to add up the same in the RREF.', ""This was really crucial for me, thank you.  One thing that wasn't very clear to me from class or initially from this video was _why_ the RREF has the same solutions as A (like Nulspace).  It is taken as a given here and elsewhere, which may be confusing to some people (me).  The reason is that by only doing row operations, you never change the relationship between the variables (x1, x2, ...), so any combination of variables that adds up to 0 for each row of A, also does for each row of the RREF.""]"
CkQOCnLWPUA,Khan Academy,Showing that the candidate basis does span C(A) | Vectors and spaces | Linear Algebra | Khan Academy,"Showing that just the columns of A associated with the pivot columns of rref(A) do indeed span C(A).

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/matrix_transformations/linear_transformations/v/a-more-formal-understanding-of-functions?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/showing-relation-between-basis-cols-and-pivot-cols?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-19T01:48:37Z,64678,147,linear_algebra,13,PT13M40S,hd,True,"[""And a sum scalars multiplied by vectors can't equal zero. They can equal the zero vector"", 'Pointless!', 'Really thank u so much tomororrow i am going to write my sem exam with good confidence', 'The United Nations needs to designate this video and the previous ten videos in this series as a form of torture.', 'so helpful, thank you so much', ""So by saying those other vectors are 'redundant', you are also saying that they are 'linearly dependent' on the other vectors?\xa0"", ""You can expand this to the matrix A by realizing that since A and R have the same nullspace, in other words they use the same set of vectors x to get to the null vector, their xi's have the same relation to one another (e.g. for both vectors x, the one for matrix A and the one for matrix R (which are after all the same), x1=a*x3+b*x5).\nYour comment was three years ago so you probably didn't need this any more, but maybe someone else will get something out of it. Hope I got nothing wrong."", ""Well, it's fairly simple to see in the matrix R, where since x1,x2,x4 are linearly independent and span the column space of R, you can choose whatever x3 and x5 and just kind of cancel those picks out by getting the right x1,x2,x4. For example, if you set x3 to 4, you get a scaled vector r3 of [-4 8 0 0], and in response you can add -4 to x1 and 8 to x2 to cancel this out."", 'this is as clear as it can get, thank you very much', 'By the reduced matrix, you know that vectors r1, r2, and r4, form the basis.  Vectors r3 and r5 can be constructed from those vectors.  To construct r3 & r5, all you have to do is look at the reduced matrix.\n\nr3 = \n-1\n2\n0\n0\n\nTo create r3, you need (-1) r1 + (2)r2\n\nSo, v3, in matrix A, can be constructed with (-1)v1 + (2)v2\n\nSimilarly, the vector r5 = \n4\n1\n-3\n0\n\nr5 = (4)r1 + (1)r2 + (-3)r4 .... so\n\nv5 = (4)v1 + (1)v2 + (-3)v4 ']"
BQMyeQOLvpg,Khan Academy,A more formal understanding of functions | Matrix transformations | Linear Algebra | Khan Academy,"A more formal understanding of functions

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/matrix_transformations/linear_transformations/v/vector-transformations?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/vectors_and_spaces/null_column_space/v/showing-that-the-candidate-basis-does-span-c-a?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-20T19:01:17Z,348716,599,linear_algebra,35,PT16M1S,hd,True,"['Really helpful!!!!!', 'much better than a professor of waterloo university....', '(x1, x2) is way harder to read than (x, y), the ""1"" and "","" look so samish next to each other', ""This is literally the most confusing explanation of a function I've ever sat through."", 'Very Very Helpful, sometimes its really hard to keep moving forward in higher level courses like these if the basics are not clear and this video definitely fixes that problem.', ""Videos are good but your mic quality really isn't all that great"", 'man...you deserve lot of money for this...you adding value to our lives', ""Is the reason we define functions to be a relation that has the property that only one input is related to one single output because otherwise we wouldn't know how to map inputs unambiguously?"", 'What is R2? Is it like R squared?', ""These videos are the only reason I'm going to pass my Linear Algebra class.  \n\nIt's not that I have a bad professor, it's just that I cannot sit through a 2 hour lecture.  When I watch these videos I can absorb the material in 15 minutes segments on 1.5x speed and can rewind if I don't understand something.  In class if I get lost I just stop following completely.  I can learn with these videos in 1 hour what it might take 2 weeks to learn in an actual class.""]"
gAbadNuQEjI,Khan Academy,Vector transformations | Matrix transformations | Linear Algebra | Khan Academy,"Introduction to the notion of vector transformations

Watch the next lesson: https://www.khanacademy.org/math/linear-algebra/matrix_transformations/linear_transformations/v/linear-transformations?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Missed the previous lesson? 
https://www.khanacademy.org/math/linear-algebra/matrix_transformations/linear_transformations/v/a-more-formal-understanding-of-functions?utm_source=YT&utm_medium=Desc&utm_campaign=LinearAlgebra

Linear Algebra on Khan Academy: Have you ever wondered what the difference is between speed and velocity? Ever try to visualize in four dimensions or six or seven? Linear algebra describes things in two dimensions, but many of the concepts can be extended into three, four or more. Linear algebra implies two dimensional reasoning, however, the concepts covered in linear algebra provide the basis for multi-dimensional representations of mathematical reasoning. Matrices, vectors, vector spaces, transformations, eigenvectors/values all help us to visualize and understand multi dimensional concepts. This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Linear Algebra channel:: https://www.youtube.com/channel/UCGYSKl6e3HM0PP7QR35Crug?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2009-10-20T20:26:37Z,348027,831,linear_algebra,39,PT14M19S,hd,True,"['I came here to get my Masters in electronic and electrical engineering.', 'I came here because of anime character (Accelerator from A certain Magical index or Scientific Railgun)', 'Aight, my journey to become accelerator starts here', 'i swear it always makes so much more sense when he explains it', 'Thanks Thanks, helps me a lot more than in the school and on the book.', '3:13 ... Whats that pokemon? It’s Ditto!! 😊', 'Nailed it!', 'You did it again. Beautiful explanation. Thank you God Khan!', 'Thank you so much, Sal.', 'Around 5:38 he gives an example where he defines the codomain as a ""subset of Rm"". Wouldn\'t this just be the overall set of Rm? Since the range is the subset that actually gets mapped to, wouldn\'t any value be in the full set of Rm?']"
